rows,month,date,cases,deaths,cloc,ciso,chist,mem,wrds,colorhex,colorres,sentiment,theme
1,20-Jan,2020-01-01,0,0,,,NA,,,,,,
2,,2020-01-02,0,0,,,NA,,,,,,
3,,2020-01-03,0,0,,,NA,,,,,,
4,,2020-01-04,0,0,,,NA,,,,,,
5,,2020-01-05,0,0,,,NA,,,,,,
6,,2020-01-06,0,0,,,NA,,,,,,
7,,2020-01-07,0,0,,,NA,,,,,,
8,,2020-01-08,0,0,,,NA,,,,,,
9,,2020-01-09,0,0,,,NA,,,,,,
10,,2020-01-10,0,0,,,NA,,,,,,
11,,2020-01-11,0,0,,,NA,,,,,,
12,,2020-01-12,0,0,,,NA,,,,,,
13,,2020-01-13,0,0,,,NA,,,,,,
14,,2020-01-14,0,0,,,NA,,,,,,
15,,2020-01-15,0,0,,,NA,,,,,,
16,,2020-01-16,0,0,,,NA,,,,,,
17,,2020-01-17,0,0,,,NA,,,,,,
18,,2020-01-18,0,0,,,NA,,,,,,
19,,2020-01-19,0,0,,,NA,,,,,,
20,,2020-01-20,0,0,,,Chinese authorities publicly confirm human-to-human transmission of severe acute respiratory syndrome coronavirus 2,,,,,,
21,,2020-01-21,0,0,,,NA,,,,,,
22,,2020-01-22,557,17,,,NA,,,,,,
23,,2020-01-23,655,18,,,"The Chinese city of Wuhan, the epicentre of the initial COVID-19 outbreak, is quarantined with all scheduled public transport services and intercity flights halted",,,,,,
24,,2020-01-24,941,26,"Brooklyn, NY, USA",USA,NA,"A lot of things came to my mind. It was hard to choose something specific, nothing special happened during the time of pandemic with me. It’s more about adaptation to the new “isolated” lifestyle. And all the simple things such as going outside with a friend, 1-day trip somewhere to the upstate, meeting new person… all these getting more special than it was before. 
One thing I wanted to describe in 2020 is the Chinese New Year. It was the night between Jan 24 and Jan 25. Like a month before Pratt was closed and we started to take classes/work from home. Some people already started wearing masks. Soo it was a party somewhere in Ridgewood organized by one of the students at Pratt. I wasn’t sure I want to go because I knew nothing about Chinese traditions and had no idea what we all are going to do there. They also asked to wear everything red (“good-luck” tradition) and I had no red clothes at all. This day I got a text message from Martha. She asked if we can go together. She also had nothing red and made for us red bracelets; we decided to go and leave at any point if something goes weird. It turned out to be a super fun party. We cooked dumplings all together. I learned a lot about Chinese cuisine and met a lot of Pratt students I haven’t met before. It felt unusual to met the same people but in another environment. I also lost my phone and keys and couldn't find them for a couple of hours 🤦‍♀️ 
it was so adequate and nice, I couldn’t even expect 😂 this is probably not the most memorable pandemic event, but it’s what I remember","Chinese, friendly, funny",#CC0000,Red is the official color of Chinese New Year:),positive,fun
25,,2020-01-25,1433,42,,,NA,,,,,,
26,,2020-01-26,2118,56,,,NA,,,,,,
27,,2020-01-27,2927,82,,,NA,,,,,,
28,,2020-01-28,5578,131,,,NA,,,,,,
29,,2020-01-29,6167,133,,,NA,,,,,,
30,,2020-01-30,8235,171,,,"The World Health Organization (WHO) declares the outbreak of the disease as a Public Health Emergency of International Concern, the sixth time that this measure has been invoked since 2009.",,,,,,
31,,2020-01-31,9927,213,,,NA,,,,,,
32,20-Feb,2020-02-01,12038,259,,,NA,,,,,,
33,,2020-02-02,16787,362,,,NA,,,,,,
34,,2020-02-03,19887,426,,,NA,,,,,,
35,,2020-02-04,23898,492,,,NA,,,,,,
36,,2020-02-05,27643,564,,,NA,,,,,,
37,,2020-02-06,30803,634,,,NA,,,,,,
38,,2020-02-07,34396,719,,,NA,,,,,,
39,,2020-02-08,37130,806,,,NA,,,,,,
40,,2020-02-09,40160,906,,,NA,,,,,,
41,,2020-02-10,42769,1013,,,NA,,,,,,
42,,2020-02-11,44811,1113,,,The World Health Organization (WHO) names the disease COVID-19.,,,,,,
43,,2020-02-12,45229,1118,,,NA,,,,,,
44,,2020-02-13,60382,1371,,,NA,,,,,,
45,,2020-02-14,66909,1523,,,NA,,,,,,
46,,2020-02-15,69052,1666,,,NA,,,,,,
47,,2020-02-16,71235,1770,,,NA,,,,,,
48,,2020-02-17,73270,1868,,,NA,,,,,,
49,,2020-02-18,75152,2008,,,NA,,,,,,
50,,2020-02-19,75652,2123,,,NA,,,,,,
51,,2020-02-20,76212,2248,,,NA,,,,,,
52,,2020-02-21,76841,2252,,,NA,,,,,,
53,,2020-02-22,78602,2459,,,NA,,,,,,
54,,2020-02-23,78982,2470,,,NA,,,,,,
55,,2020-02-24,79546,2630,,,NA,,,,,,
56,,2020-02-25,80399,2710,,,NA,,,,,,
57,,2020-02-26,81376,2771,,,NA,,,,,,
